Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
KebijakanPrivasi,,,2019-08-20 15:23:13,2019-08-20 15:24:48,1m - 34.820s,PASSED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-20 15:23:14,2019-08-20 15:24:20,1m - 6.199s,PASSED
startApplication,,,2019-08-20 15:23:14,2019-08-20 15:23:46,31.724s,PASSED
verifyElementText,,,2019-08-20 15:23:46,2019-08-20 15:23:52,5.906s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-08-20 15:23:52,2019-08-20 15:24:12,19.707s,PASSED
setText,,,2019-08-20 15:24:12,2019-08-20 15:24:14,2.425s,PASSED
tap,,,2019-08-20 15:24:14,2019-08-20 15:24:16,1.478s,PASSED
delay,,,2019-08-20 15:24:16,2019-08-20 15:24:19,3.059s,PASSED
verifyElementText,,,2019-08-20 15:24:19,2019-08-20 15:24:19,0.450s,PASSED
delay,,,2019-08-20 15:24:19,2019-08-20 15:24:20,1.004s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-20 15:24:20,2019-08-20 15:24:30,9.738s,PASSED
delay,,,2019-08-20 15:24:20,2019-08-20 15:24:23,3.007s,PASSED
tap,,,2019-08-20 15:24:23,2019-08-20 15:24:25,1.570s,PASSED
setText,,,2019-08-20 15:24:25,2019-08-20 15:24:26,1.071s,PASSED
delay,,,2019-08-20 15:24:26,2019-08-20 15:24:28,2.007s,PASSED
tap,,,2019-08-20 15:24:28,2019-08-20 15:24:30,1.820s,PASSED
,,,,,,
Test Cases/Profile/KebijakanPrivasi,,,2019-08-20 15:24:30,2019-08-20 15:24:48,18.307s,PASSED
delay,,,2019-08-20 15:24:30,2019-08-20 15:24:33,3.010s,PASSED
tap,,,2019-08-20 15:24:33,2019-08-20 15:24:36,2.508s,PASSED
delay,,,2019-08-20 15:24:36,2019-08-20 15:24:39,3.012s,PASSED
tap,,,2019-08-20 15:24:39,2019-08-20 15:24:43,3.973s,PASSED
delay,,,2019-08-20 15:24:43,2019-08-20 15:24:46,3.006s,PASSED
closeApplication,,,2019-08-20 15:24:46,2019-08-20 15:24:48,2.459s,PASSED
