Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
4_DapatkanRekomendasi,,,2019-07-03 11:18:08,2019-07-03 11:19:57,1m - 48.876s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-07-03 11:18:09,2019-07-03 11:19:02,52.886s,PASSED
startApplication,,,2019-07-03 11:18:09,2019-07-03 11:18:30,20.948s,PASSED
verifyElementText,,,2019-07-03 11:18:30,2019-07-03 11:18:37,6.348s,PASSED
tap,,,2019-07-03 11:18:37,2019-07-03 11:18:38,1.287s,PASSED
"Statement - For ([i = 0, i < 4, (i++)])",,,2019-07-03 11:18:38,2019-07-03 11:18:55,17.197s,PASSED
setText,,,2019-07-03 11:18:55,2019-07-03 11:18:57,1.973s,PASSED
tap,,,2019-07-03 11:18:57,2019-07-03 11:18:59,1.480s,PASSED
delay,,,2019-07-03 11:18:59,2019-07-03 11:19:02,3.039s,PASSED
verifyElementText,,,2019-07-03 11:19:02,2019-07-03 11:19:02,0.253s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-07-03 11:19:02,2019-07-03 11:19:10,7.870s,PASSED
delay,,,2019-07-03 11:19:02,2019-07-03 11:19:05,3.014s,PASSED
tap,,,2019-07-03 11:19:05,2019-07-03 11:19:07,1.464s,PASSED
setText,,,2019-07-03 11:19:07,2019-07-03 11:19:08,1.104s,PASSED
tap,,,2019-07-03 11:19:08,2019-07-03 11:19:10,2.060s,PASSED
,,,,,,
Test Cases/Home/TujuanFinansialUtamaKu/DapatkanRekomendasi,,,2019-07-03 11:19:10,2019-07-03 11:19:55,45.619s,FAILED
delay,,,2019-07-03 11:19:10,2019-07-03 11:19:13,3.014s,PASSED
tap,,,2019-07-03 11:19:13,2019-07-03 11:19:18,5.308s,PASSED
clearText,,,2019-07-03 11:19:18,2019-07-03 11:19:19,0.741s,PASSED
setText,,,2019-07-03 11:19:19,2019-07-03 11:19:21,1.933s,PASSED
pressBack,,,2019-07-03 11:19:21,2019-07-03 11:19:22,0.878s,PASSED
tap,,,2019-07-03 11:19:22,2019-07-03 11:19:55,33.432s,FAILED
