Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddToCart,,,2019-08-19 15:15:34,2019-08-19 15:16:54,1m - 20.224s,PASSED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-19 15:15:34,2019-08-19 15:16:16,41.917s,PASSED
"startApplication(""/Users/fundtastic/Downloads/mobile-debug (dev).apk"", true)",,,2019-08-19 15:15:35,2019-08-19 15:15:49,14.878s,PASSED
"verifyElementText(findTestObject(""LoginTrue/Mulailah berinvestasi untuk meraih mimpimu""), ""Mulailah berinvestasi untuk meraih mimpimu"")",,,2019-08-19 15:15:49,2019-08-19 15:15:54,4.084s,PASSED
"tap(findTestObject(""LoginTrue/DP_Rumah""), 0)",,,2019-08-19 15:15:54,2019-08-19 15:15:55,0.983s,PASSED
"for ([i = 0, i < 4, (i++)])",,,2019-08-19 15:15:55,2019-08-19 15:16:08,13.539s,PASSED
"setText(findTestObject(""LoginTrue/field_no_phone""), ""08777111777"", 0)",,,2019-08-19 15:16:08,2019-08-19 15:16:09,1.351s,PASSED
"tap(findTestObject(""LoginTrue/button_masuk""), 0)",,,2019-08-19 15:16:09,2019-08-19 15:16:12,2.180s,PASSED
"delay(3, STOP_ON_FAILURE)",,,2019-08-19 15:16:12,2019-08-19 15:16:15,3.020s,PASSED
"verifyElementText(findTestObject(""ObjectOTP/TextView - Verifikasi Nomor HP""), ""Verifikasi Nomor HP"")",,,2019-08-19 15:16:15,2019-08-19 15:16:15,0.620s,PASSED
"delay(1, STOP_ON_FAILURE)",,,2019-08-19 15:16:15,2019-08-19 15:16:16,1.016s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-19 15:16:16,2019-08-19 15:16:25,8.249s,PASSED
"delay(3, STOP_ON_FAILURE)",,,2019-08-19 15:16:16,2019-08-19 15:16:19,3.005s,PASSED
"tap(findTestObject(""ObjectOTP/Field_OTP""), 0)",,,2019-08-19 15:16:19,2019-08-19 15:16:20,0.771s,PASSED
"setText(findTestObject(""ObjectOTP/Field_OTP""), ""8888"", 0)",,,2019-08-19 15:16:20,2019-08-19 15:16:21,1.046s,PASSED
"delay(2, STOP_ON_FAILURE)",,,2019-08-19 15:16:21,2019-08-19 15:16:23,2.006s,PASSED
"tap(findTestObject(""ObjectOTP/Btn_Verifikasi1""), 0)",,,2019-08-19 15:16:23,2019-08-19 15:16:25,1.311s,PASSED
,,,,,,
Test Cases/Home/Portfolio/AddToCart/AddToCart,,,2019-08-19 15:16:25,2019-08-19 15:16:54,29.069s,PASSED
"delay(5, STOP_ON_FAILURE)",,,2019-08-19 15:16:25,2019-08-19 15:16:30,5.003s,PASSED
"tap(findTestObject(""Home/Portfolio/AddToCart/android.widget.FrameLayout10""), 0)",,,2019-08-19 15:16:30,2019-08-19 15:16:32,2.416s,PASSED
"delay(10, STOP_ON_FAILURE)",,,2019-08-19 15:16:32,2019-08-19 15:16:42,10.007s,PASSED
"tap(findTestObject(""Home/Portfolio/AddToCart/CardReksa2""), 0)",,,2019-08-19 15:16:42,2019-08-19 15:16:43,1.266s,PASSED
"delay(5, STOP_ON_FAILURE)",,,2019-08-19 15:16:43,2019-08-19 15:16:48,5.006s,PASSED
"tap(findTestObject(""Home/Portfolio/AddToCart/android.widget.LinearLayout17""), 0)",,,2019-08-19 15:16:48,2019-08-19 15:16:50,1.224s,PASSED
"tap(findTestObject(""Home/Portfolio/AddToCart/android.widget.CheckBox0 - Saya telah memahami dan menyetujui isi dari Ketentuan Prospektus dan Fund Sheet produk ini""), 0)",,,2019-08-19 15:16:50,2019-08-19 15:16:50,0.761s,PASSED
"tap(findTestObject(""Home/Portfolio/AddToCart/android.widget.LinearLayout4""), 0)",,,2019-08-19 15:16:50,2019-08-19 15:16:52,1.245s,PASSED
"tap(findTestObject(""Home/Portfolio/AddToCart/com.google.android.material.chip.Chip2 - Rp 300.000""), 0)",,,2019-08-19 15:16:52,2019-08-19 15:16:52,0.893s,PASSED
"tap(findTestObject(""Home/Portfolio/AddToCart/android.widget.ImageView0""), 0)",,,2019-08-19 15:16:52,2019-08-19 15:16:54,1.138s,PASSED
