Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
1_LoginOTP,,,2019-08-19 11:18:30,2019-08-19 11:19:49,1m - 18.746s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-19 11:18:30,2019-08-19 11:19:09,39.198s,PASSED
"startApplication(""/Users/fundtastic/Downloads/mobile-debug (dev).apk"", true)",,,2019-08-19 11:18:30,2019-08-19 11:18:43,13.070s,PASSED
"verifyElementText(findTestObject(""LoginTrue/Mulailah berinvestasi untuk meraih mimpimu""), ""Mulailah berinvestasi untuk meraih mimpimu"")",,,2019-08-19 11:18:43,2019-08-19 11:18:47,3.882s,PASSED
"tap(findTestObject(""LoginTrue/DP_Rumah""), 0)",,,2019-08-19 11:18:47,2019-08-19 11:18:49,1.429s,PASSED
"for ([i = 0, i < 4, (i++)])",,,2019-08-19 11:18:49,2019-08-19 11:19:02,13.611s,PASSED
"setText(findTestObject(""LoginTrue/field_no_phone""), ""08777111777"", 0)",,,2019-08-19 11:19:02,2019-08-19 11:19:04,1.321s,PASSED
"tap(findTestObject(""LoginTrue/button_masuk""), 0)",,,2019-08-19 11:19:04,2019-08-19 11:19:05,1.359s,PASSED
"delay(3, STOP_ON_FAILURE)",,,2019-08-19 11:19:05,2019-08-19 11:19:08,3.022s,PASSED
"verifyElementText(findTestObject(""ObjectOTP/TextView - Verifikasi Nomor HP""), ""Verifikasi Nomor HP"")",,,2019-08-19 11:19:08,2019-08-19 11:19:08,0.184s,PASSED
"delay(1, STOP_ON_FAILURE)",,,2019-08-19 11:19:08,2019-08-19 11:19:09,1.005s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-19 11:19:09,2019-08-19 11:19:48,38.688s,FAILED
"delay(3, STOP_ON_FAILURE)",,,2019-08-19 11:19:09,2019-08-19 11:19:12,3.005s,PASSED
"tap(findTestObject(""ObjectOTP/Field_OTP""), 0)",,,2019-08-19 11:19:12,2019-08-19 11:19:13,0.783s,PASSED
"setText(findTestObject(""ObjectOTP/Field_OTP""), ""8888"", 0)",,,2019-08-19 11:19:13,2019-08-19 11:19:14,1.043s,PASSED
"delay(3, STOP_ON_FAILURE)",,,2019-08-19 11:19:14,2019-08-19 11:19:17,3.005s,PASSED
"tap(findTestObject(""ObjectOTP/Button_Verifikasi_Sekarang""), 0)",,,2019-08-19 11:19:17,2019-08-19 11:19:48,30.739s,FAILED
