Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddToCart,,,2019-08-20 13:50:26,2019-08-20 13:52:03,1m - 36.881s,FAILED
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-20 13:50:26,2019-08-20 13:51:11,44.761s,PASSED
"startApplication(""/Users/fundtastic/Downloads/mobile-debug (dev).apk"", true)",,,2019-08-20 13:50:26,2019-08-20 13:50:42,15.658s,PASSED
"verifyElementText(findTestObject(""LoginTrue/Mulailah berinvestasi untuk meraih mimpimu""), ""Mulailah berinvestasi untuk meraih mimpimu"")",,,2019-08-20 13:50:42,2019-08-20 13:50:46,4.081s,PASSED
"for ([i = 0, i < 4, (i++)])",,,2019-08-20 13:50:46,2019-08-20 13:51:02,15.923s,PASSED
"setText(findTestObject(""LoginTrue/field_no_phone""), ""08777111777"", 0)",,,2019-08-20 13:51:02,2019-08-20 13:51:05,2.654s,PASSED
"tap(findTestObject(""LoginTrue/button_masuk""), 0)",,,2019-08-20 13:51:05,2019-08-20 13:51:07,1.967s,PASSED
"delay(3, STOP_ON_FAILURE)",,,2019-08-20 13:51:07,2019-08-20 13:51:10,3.024s,PASSED
"verifyElementText(findTestObject(""ObjectOTP/TextView - Verifikasi Nomor HP""), ""Verifikasi Nomor HP"")",,,2019-08-20 13:51:10,2019-08-20 13:51:10,0.145s,PASSED
"delay(1, STOP_ON_FAILURE)",,,2019-08-20 13:51:10,2019-08-20 13:51:11,1.004s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-20 13:51:11,2019-08-20 13:51:20,8.973s,PASSED
"delay(3, STOP_ON_FAILURE)",,,2019-08-20 13:51:11,2019-08-20 13:51:14,3.007s,PASSED
"tap(findTestObject(""ObjectOTP/Field_OTP""), 0)",,,2019-08-20 13:51:14,2019-08-20 13:51:15,1.510s,PASSED
"setText(findTestObject(""ObjectOTP/Field_OTP""), ""8888"", 0)",,,2019-08-20 13:51:15,2019-08-20 13:51:16,1.037s,PASSED
"delay(2, STOP_ON_FAILURE)",,,2019-08-20 13:51:16,2019-08-20 13:51:18,2.005s,PASSED
"tap(findTestObject(""ObjectOTP/Btn_Verifikasi1""), 0)",,,2019-08-20 13:51:18,2019-08-20 13:51:20,1.266s,PASSED
,,,,,,
Test Cases/Home/Home,,,2019-08-20 13:51:20,2019-08-20 13:51:27,7.163s,PASSED
"delay(7, STOP_ON_FAILURE)",,,2019-08-20 13:51:20,2019-08-20 13:51:27,7.004s,PASSED
,,,,,,
Test Cases/Home/Gold/addToCart,,,2019-08-20 13:51:27,2019-08-20 13:52:01,34.224s,FAILED
"tap(findTestObject(""Home/Gold/AddToCart/android.widget.LinearLayout15""), 0)",,,2019-08-20 13:51:27,2019-08-20 13:51:28,1.283s,PASSED
"tap(findTestObject(""Home/Gold/AddToCart/android.widget.LinearLayout20""), 0)",,,2019-08-20 13:51:28,2019-08-20 13:51:30,1.916s,PASSED
"tap(findTestObject(""Home/Gold/AddToCart/android.widget.LinearLayout6""), 0)",,,2019-08-20 13:51:30,2019-08-20 13:52:01,30.915s,FAILED
