Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddToCart(Reedem),,,2019-08-21 10:56:37,2019-08-21 10:57:39,1m - 1.612s,INCOMPLETE
,,,,,,
Test Cases/Login/LoginTrue,,,2019-08-21 10:56:37,2019-08-21 10:57:23,45.621s,PASSED
"startApplication(""/Users/fundtastic/Downloads/mobile-debug (dev).apk"", true)",,,2019-08-21 10:56:38,2019-08-21 10:56:55,16.990s,PASSED
"verifyElementText(findTestObject(""LoginTrue/Mulailah berinvestasi untuk meraih mimpimu""), ""Mulailah berinvestasi untuk meraih mimpimu"")",,,2019-08-21 10:56:55,2019-08-21 10:57:00,5.577s,PASSED
"for ([i = 0, i < 4, (i++)])",,,2019-08-21 10:57:00,2019-08-21 10:57:15,14.836s,PASSED
"setText(findTestObject(""LoginTrue/field_no_phone""), ""08777111777"", 0)",,,2019-08-21 10:57:15,2019-08-21 10:57:17,1.565s,PASSED
"tap(findTestObject(""LoginTrue/button_masuk""), 0)",,,2019-08-21 10:57:17,2019-08-21 10:57:18,1.463s,PASSED
"delay(3, STOP_ON_FAILURE)",,,2019-08-21 10:57:18,2019-08-21 10:57:21,3.023s,PASSED
"verifyElementText(findTestObject(""ObjectOTP/TextView - Verifikasi Nomor HP""), ""Verifikasi Nomor HP"")",,,2019-08-21 10:57:21,2019-08-21 10:57:22,0.672s,PASSED
"delay(1, STOP_ON_FAILURE)",,,2019-08-21 10:57:22,2019-08-21 10:57:23,1.003s,PASSED
,,,,,,
Test Cases/OTP/LoginOTP,,,2019-08-21 10:57:23,2019-08-21 10:57:32,8.500s,PASSED
"delay(3, STOP_ON_FAILURE)",,,2019-08-21 10:57:23,2019-08-21 10:57:26,3.006s,PASSED
"tap(findTestObject(""ObjectOTP/Field_OTP""), 0)",,,2019-08-21 10:57:26,2019-08-21 10:57:27,0.834s,PASSED
"setText(findTestObject(""ObjectOTP/Field_OTP""), ""8888"", 0)",,,2019-08-21 10:57:27,2019-08-21 10:57:28,0.991s,PASSED
"delay(2, STOP_ON_FAILURE)",,,2019-08-21 10:57:28,2019-08-21 10:57:30,2.006s,PASSED
"tap(findTestObject(""ObjectOTP/Btn_Verifikasi1""), 0)",,,2019-08-21 10:57:30,2019-08-21 10:57:32,1.552s,PASSED
,,,,,,
Test Cases/Home/Home,,,2019-08-21 10:57:32,2019-08-21 10:57:39,7.127s,PASSED
"delay(7, STOP_ON_FAILURE)",,,2019-08-21 10:57:32,2019-08-21 10:57:39,7.002s,PASSED
,,,,,,
Test Cases/Home/Gold/addToCart(Reedem),,,2019-08-21 10:57:39,2019-08-21 10:57:39,0.005s,PASSED
